property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
3 bedroom apartment for sale in Parklands
","

Mogotio Road, Parklands, Westlands

","
242 m²
","
3
","








3

","
Phoenix Court
",-,"
KSh 27,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Kusi Lane, Parklands, Westlands

","
214 m²
","
3
","








3

","
Royal Apartments
",-,"
KSh 21,500,000
"
"
5 bedroom villa for sale in Kileleshwa
","

Near Valley Arcade, Kileleshwa, Dagoretti North

",-,"
5
","








5

","
A stylish 5 bedroom all en suite Villa + Dsq fo...
",-,"
KSh 55,000,000
"
"
2 bedroom apartment for sale in Nairobi Central
","

Kindaruma road, Nairobi Central, Starehe

",-,"
2
","








2

","
1 & 2 Bedrooms Apartments
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Lavington
","

near valley arcade, Lavington, Dagoretti North

","
130 m²
","
3
","








3

","
A luxurious 3 bedrooms, two en suite + Dsq apar...
",-,"
KSh 12,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

near yaya center, Kilimani, Dagoretti North

","
1000 ft²
","
2
","








1

","
An ultra-modern 2 bedroom en-suite apartment fo...
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Lavington
","

near valler arcde, Lavington, Dagoretti North

","
140 m²
","
3
","








3

","
A luxurious 3 bedrooms, two en suite + Dsq apar...
",-,"
KSh 13,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Near Yaya Center, Kilimani, Dagoretti North

","
198 m²
","
3
","








3

","
An ultra-modern 3 Bedrooms all en suite + Dsq a...
",-,"
KSh 21,000,000
"
"
3 bedroom apartment for sale in Lavington
","

near valley arcade, Lavington, Dagoretti North

","
130 m²
","
3
","








3

","
A luxurious 3 bedrooms, two en suite + Dsq apar...
",-,"
KSh 12,500,000
"
"
3 bedroom apartment for sale in Lavington
","

near yaya center, Lavington, Dagoretti North

","
120 m²
","
3
","








3

","
A luxurious 3 bedrooms, two en suite + Dsq apar...
",-,"
KSh 11,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

near Yaya Center, Kilimani, Dagoretti North

","
2347 ft²
","
3
","








4

","
A magnificent 3bedrooms, all en suite + Dsq apa...
",-,"
KSh 23,500,000
"
"
2 ac commercial land for sale in Mombasa Road
","

Mariakani, Mombasa Road, Mombasa Road

","
2 ac
",-,-,"
2 acre Yard
",-,"
KSh 20,000,000
"
"
480 m² land for sale in Donholm
","

Donholm, Embakasi

","
480 m²
",-,-,"
480 sqm re-development land for sale
",-,"
KSh 37,000,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
","








4

","
3 bedroom apartment for sale in Westlands (Keny...
",-,"
KSh 18,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








2

","
3 bedroom apartment for sale in Riverside (Keny...
",-,"
KSh 17,000,000
"
"
2 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road

",-,"
2
","








2

","
2 bedroom apartment for sale in Garden City (Ke...
 ",-,"
KSh 19,000,000
"
"
3 bedroom apartment for sale in Imara Daima
","

Imara Daima, Embakasi

",-,"
3
","








2

","
3 bedroom apartment for sale in Imara Daima (Ke...
",-,"
KSh 10,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








2

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 17,000,000
"
"
2 bedroom apartment for sale in Parklands
","

3rd Parklands Avenue, Nairobi, Parklands, Westlands

","
1900 ft²
","
2
","








2

","
2 Bedroom Duplex Apartment for sale Third Parkl...
",-,"
KSh 18,000,000
"
"
3 bedroom apartment for sale in Parklands
","

3rd Parklands Avenue, Nairobi, Parklands, Westlands

","
2500 ft²
","
3
","








3

","
3 Bedroom Duplex Apartment for sale Third Parkl...
",-,"
KSh 24,000,000
"
"
5 bedroom apartment for sale in Parklands
","

3rd Parklands Avenue, Nairobi, Parklands, Westlands

","
3400 ft²
","
5
","








5

","
5 Bedroom Duplex Apartment for sale Third Parkl...
",-,"
KSh 28,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 bedroom Flat for Sale in Kileleshwa
",-,"
KSh 8,500,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








3

","
4 bedroom Apartment for Sale in Kileleshwa with...
",-,"
KSh 12,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
",-,"
Kaisa Gardens - 3 bedroom apartment for sale K...
",-,"
KSh 11,500,000
"
"
5 bedroom house for sale in Kyuna
","

Kyuna, Westlands

",-,"
5
","








6

","
5 bedroom house for sale in Kyuna (Kenya) - 3KE...
",-,"
KSh 45,000,000
"
"
0.25 ac commercial land for sale in Thika Road
","

Thika Road, Thika Road

",-,-,-,"
Vacant land for sale in Thika Road (Kenya) - 3K...
",-,"
KSh 27,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








3

","
3 bedroom apartment for sale in Riverside (Keny...
",-,"
KSh 26,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
 ","








2

","
2 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 17,000,000
"
"
Furnished 1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
1
","








1

","
1 bedroom fully furnished apartment for sale
",-,"
KSh 12,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Riana Woods Apartments, Maalim Juma Road, Kilimani, Dagoretti North

",-,"
3
","








3

","
Stylish 3 bedroom penthouse apartment for sale...
",-,"
KSh 18,500,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








3

","
5 bedroom 3 ensuite house for sale
",-,"
KSh 90,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Gatundu Crescent Rd, Kileleshwa, Dagoretti North

",-,"
1
","








1

","
1 bedroom apartment for sale in Kileleshwa - 3K...
",-,"
KSh 9,200,000
"
"
0.25 ac land for sale in Kahawa West
","

Kahawa West, Roysambu

",-,-,-,"
0.25 acres vacant land for sale in Nairobi (Ken...
",-,"
KSh 19,500,000
"
"
0.77 ac land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
0.77 acres residential vacant land for sale in...
",-,"
KSh 220,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








2

","
3 bedroom master ensuite apartment for sale
",-,"
KSh 17,000,000
"
"
0.5 ac land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
0.5 acres vacant land for sale in Kiambu Road -...
",-,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Parklands
","

4th, 4th Avenue Parklands, Parklands, Westlands

","
3000 ft²
","
3
","








3

","
Guru Apartments
",-,"
KSh 26,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
","








3

","
3 bedroom apartment for sale in Westlands - 3KE...
",-,"
KSh 22,000,000
"
"
Commercial land for sale in Karen
","

Karen langata road, Karen, Langata

",-,-,-,"
Land for sale
",-,"
KSh 85,000,000
"
"
0.7 ac land for sale in Runda
","

Runda, Westlands

",-,-,-,"
0.7 acres residential vacant land for sale in R...
",-,"
KSh 53,000,000
"
"
0.5 ac land for sale in Runda
","

Runda, Westlands

",-,-,-,"
0.5 acres residential vacant land for sale in R...
",-,"
KSh 47,000,000
"
"
0.5 ac land for sale in Runda
","

Runda, Westlands

",-,-,-,"
0.5 acres vacant land for sale in Runda - 3KE15...
",-,"
KSh 34,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








4

","
4 bedroom apartment for sale in Kileleshwa - 3K...
",-,"
KSh 23,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
4
","








4

","
4 bedroom apartment for sale in Westlands - 3KE...
",-,"
KSh 30,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
4
","








4

","
4 bedroom apartment for sale in Riverside - 3KE...
",-,"
KSh 46,000,000
"
"
1012 m² land for sale in Westlands Area
","

Ring Road Westlands Lane, Westlands, Nairobi, Westlands Area, Westlands

","
1012 m²
",-,-,"
Commercial block on 1/4 acre, Ring Road Westlan...
",-,"
KSh 155,000,000
"
"
5 bedroom house for sale in Lavington
","

Gitanga Road, Lavington, Nairobi, Lavington, Dagoretti North

","
418 m²
","
5
",-,"
5 Bedroom House Gitanga Road, Nairobi for Sale
",-,"
KSh 47,500,000
"
"
Residential land for sale in Karen
","

karen plains, Karen, Langata

",-,-,-,"
Half Acre On Sale
",-,"
KSh 35,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








4

","
3 bedroom apartment for sale in Riverside (Keny...
",-,"
 KSh 39,000,000
"
"
Residential land for sale in Karen
","

Karen plains, Karen, Langata

",-,-,-,"
Residential Land
",-,"
KSh 80,000,000
"
"
10 ac residential land for sale in Karen
","

Dagoretti Road, Karen, Langata

","
10 ac
",-,-,"
10 Acres Residential Land For Sale In Karen
",-,"
KSh 490,000,000
"
"
1 ac land for sale in Lavington
","

Lavington, Dagoretti North

","
1 ac
",-,-,"
1 acres residential vacant land for sale in Lav...
",-,"
KSh 160,000,000
"
"
4047 m² residential land for sale in Kilimani
","

Kilimani, Dagoretti North

","
4047 m²
",-,-,"
1 acres residential vacant land for sale in Kil...
",-,"
KSh 315,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Mwingi Road, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 25,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
200 m²
","
3
","








3

","
3 bedroom apartment for sale in Kileleshwa
",-,"
KSh 18,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, General Mathenge, Westlands

","
325 m²
","
4
","








4

","
4 bedroom multi-storey apartment for sale in We...
",-,"
KSh 46,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Gatundu Crescent Rd, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3 bedroom apartment for sale in Kileleshwa
",-,"
KSh 17,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Githunguri Road, Kileleshwa, Dagoretti North

",-,"
3
","








2

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 21,500,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Githunguri Road, Kileleshwa, Dagoretti North

",-,"
4
","








3

","
4 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 24,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Crescent Road, Kileleshwa, Dagoretti North

","
232 m²
","
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 21,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Hamisi Rd, Kileleshwa, Dagoretti North

","
190 m²
","
3
","








2

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 22,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

378 Kileleshwa, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 Bedrooms Apartment For Sale In Kileleshwa - 3...
",-,"
KSh 17,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
",-,"
4 bedroom apartment for sale
",-,"
KSh 20,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Argwings Kodhek Road, Kilimani, Dagoretti North

",-,"
1
","








1

","
1 bedroom apartment for sale in Kilimani (Kenya...
",-,"
KSh 10,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Argwings Kodhek Road, Kilimani, Dagoretti North

",-,"
2
","








2

","
2 bedroom apartment for sale in Kilimani (Kenya...
",-,"
KSh 14,500,000
"
"
Furnished 2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
2 bedroom apartment for sale in Kilimani (Kenya...
",-,"
KSh 14,000,000
"
"
5 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
5
","








5

","
5 bedroom penthouse apartment for sale in Westl...
",-,"
KSh 49,900,000
"
"
3 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road, Thika Road

",-,"
3
","








3

","
3 bedroom apartment for sale in Garden City (Ke...
",-,"
KSh 24,000,000
"
"
3 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road, Thika Road

",-,"
3
","








4

","
3 Bedroom apartment for sale in Garden City (Ke...
",-,"
KSh 26,000,000
"
"
2 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road, Thika Road

",-,"
2
","








2

","
2 bedroom apartment for sale in Garden City (Ke...
",-,"
KSh 18,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
204 m²
","
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 22,000,000
"
"
2.4 ac land for sale in Westlands Area
","

Peoponi road, Westlands, Westlands Area, Westlands

","
2 ac
",-,-,"
2.4 acre land for sale, Peponi road. Westlands
",-,"
KSh 365,000,000
"
"
3 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Westlands, Rhapta Road, Westlands

","
2000 ft²
","
3
",-,"
3 Bedroom Apartment Rhapta Road for Sale
",-,"
KSh 16,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Parklands Road, Westlands, Nairobi, Parklands, Westlands

","
186 m²
","
3
",-,"
3 bed, Parklands road, Westlands, Nairobi
",-,"
KSh 27,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands Road, Westlands, Nairobi, Parklands, Westlands

","
279 m²
","
4
",-,"
4 bed Duplex, Parklands road, Westlands, Nairob...
",-,"
KSh 40,000,000
"
"
5 bedroom apartment for sale in Parklands
","

3rd Parklands Avenue, Nairobi, Parklands, Westlands

","
3720 ft²
","
5
","








6
 
","
5 Bedroom Duplex Apartment for sale Third Parkl...
",-,"
KSh 24,000,000
"
"
5 bedroom house for sale in Riverside
","

Riverside Drive, Westlands, Nairobi, Riverside, Westlands

","
465 m²
","
5
","








6

","
5 bed Townhouse, Riverside Drive
",-,"
KSh 60,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Oloitokitok road, Kileleshwa, Kileleshwa, Dagoretti North

","
4500 ft²
","
4
",-,"
4 Bedroom Duplex Penthouse apartment For Sale i...
",-,"
KSh 70,000,000
"
"
4 bedroom house for sale in Kileleshwa
","

Oloitokitok road, Kileleshwa, Nairobi, Kileleshwa, Dagoretti North

","
325 m²
","
4
","








3

","
4 bed home, Oloitokitok Road, Kileleshwa, Nairo...
",-,"
KSh 37,000,000
"
"
10926.5 m² land for sale in Lower Kabete
","

Lower Kabete Road, Lower Kabete, Westlands

","
10926 m²
",-,-,"
2.7 acres plot, Lower Kabete road
",-,"
KSh 250,000,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands, Nairobi, General Mathenge, Westlands

","
177 m²
","
3
",-,"
3 bed, General Mathenge, Nairobi
",-,"
KSh 20,500,000
"
"
0.75 ac land for sale in Spring Valley
","

Shanzu Road, Spring Valley, Westlands

",-,"
4
","








3

","
4 Bedroom House for Sale in Shanzu road, Spring...
",-,"
KSh 125,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands Road, Westlands, Nairobi, Parklands, Westlands

","
260 m²
","
4
",-,"
4 bed, Parklands road, Westlands, Nairobi
",-,"
KSh 37,000,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands, Nairobi, General Mathenge, Westlands

","
274 m²
","
4
",-,"
4 bed, General Mathenge, Nairobi
",-,"
KSh 30,000,000
"
"
2068 m² land for sale in Brookside
","

Brookside Drive, Westlands, Nairobi, Brookside, Westlands

","
2068 m²
",-,-,"
0.511 acre plot, Brookside Drive, Nairobi
",-,"
KSh 195,000,000
"
"
0.5 ac land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road, Kiambu Road

",-,-,-,"
Prime Plot Along Kiambu Road For Sale from KES...
",-,"
KSh 29,000,000
"
"
4 bedroom house for sale in Ridgeways
","

Ridgeways, Nairobi, Ridgeways, Ridgeways

","
5000 ft²
","
4
","








4

","
4 Bedroom Ridgeways to let Nairobi
",-,"
KSh 85,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands, Nairobi, Riverside, Westlands

","
288 m²
","
3
",-,"
3 Bed Duplex Apartments For Sale in Riverside,...
",-,"
KSh 50,000,000
"
"
4 bedroom apartment for sale in Parklands
","

City Park Estate, Parklands, Nairobi, Parklands, Westlands

","
167 m²
","
4
",-,"
4 bed, City Park Estate, Parklands, Nairobi
",-,"
KSh 17,900,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road-Kilimani-Nairobi, Kilimani, Dagoretti North

","
105 m²
","
2
",-,"
2 Bed Apartments For Sale in Kilimani, Nairobi
",-,"
KSh 11,500,000
"
"
5 bedroom townhouse for sale in Lavington
","

Mugumo Road, Lavington, Nairobi, Lavington, Dagoretti North

","
511 m²
","
5
",-,"
5 bed Townhouse, Mugumo road
",-,"
KSh 75,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kindaruma Road-Kilimani-Nairobi, Kilimani, Dagoretti North

","
155 m²
","
3
",-,"
3 Bedroom Apartments for Sale in Kilimani, Nair...
",-,"
KSh 16,500,000
"
"
2044 m² commercial property for sale in Cbd
","

Cbd, Starehe

","
2044 m²
",-,-,"
2000 m² commercial office for sale in Central B...
",-,"
KSh 280,000,000
"
"
0.41 ac residential land for sale in Gigiri
","

Gigiri, Westlands

",-,-,-,"
0.41 acres vacant land for sale in Gigiri - 3KE...
",-,"
KSh 65,000,000
"
"
2428 m² land for sale in Kilimani
","

Kilimani, Dagoretti North
 
","
2428 m²
",-,-,"
0.6 acres vacant land for sale in Kilimani (Ken...
",-,"
KSh 250,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
100 m²
","
2
","








2

","
2 bedroom apartment for sale in Kilimani (Kenya...
",-,"
KSh 10,000,000
"
"
4.42 ac land for sale in Karen
","

Karen, Langata

","
4 ac
",-,-,"
4.42 acres vacant land for sale in Karen (Kenya...
",-,"
KSh 309,400,000
"
"
Land for sale in Thika Road
","

Thika Road, Thika Road
 
",-,-,-,"
Vacant land for sale in Thika Road (Kenya) - 3K...
",-,"
KSh 70,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
2
",-,"
2 bedroom apartment for sale in Lavington (Keny...
",-,"
KSh 11,500,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
Executive 4 bedroom apartment in Lavington
",-,"
KSh 30,000,000
"
"
3 bedroom apartment for sale in Parklands
","

City Park, Parklands, Westlands

","
174 m²
","
3
","








2

","
Anahita Apartments
",-,"
KSh 18,500,000
"
"
Commercial land for sale in Parklands
","

Parklands, Westlands

",-,-,-,"
Prime quarter acre plot along Kipande road
",-,"
KSh 95,000,000
"
"
5 bedroom house for sale in Karen
","

Kerarapon Rd, Karen, Langata

",-,"
5
","








6

","
5 BEDROOM ULTRAMODERN TOWNHOUSE FOR SALE IN MUH...
",-,"
KSh 73,500,000
"
"
4 bedroom townhouse for sale in Ngong Road
","

kibiko, Ngong Road, Ngong Road

",-,"
4
","








4

","
4 Bedroom Townhouse Kibiko Ngong
",-,"
KSh 28,000,000
"
"
Commercial land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
1/8th Acre plot Migaa Estate
",-,"
KSh 5,000,000
"
"
4 bedroom house for sale in Kasarani Area
","

6, Mirema Drive, Kasarani Area, Kasarani

",-,"
4
","








2

","
4 Bedroom House For Sale In Kasarani
",-,"
KSh 15,800,000
"
"
3 bedroom apartment for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








3

","
Executive 3 bedroom apartment in Thindigua alon...
",-,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Riruta
","

Riruta, Dagoretti South

","
121 m²
","
3
",-,"
3 Bedroom apartment Precious Garden Riruta
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

",-,"
3
","








3

","
3 Bedroom apartments Ngong Road
",-,"
KSh 9,950,000
"
"
Commercial land for sale in Zimmermann
","

Kamiti Road, Zimmermann, Roysambu

",-,-,-,"
1/8th acre plot Kamiti Road
",-,"
KSh 10,000,000
"
"
3 m² commercial land for sale in Mombasa Road
","

 Mombasa Road, Mombasa Road

","
3 m²
",-,-,"
Prime 3 Acres plots Along Mombasa Road
",-,"
KSh 150,000,000
"
"
Commercial land for sale in Upper Hill
","

Upper Hill, Langata

",-,-,-,"
1/2 acre plot Upper hill
",-,"
KSh 230,000,000
"
"
Residential land for sale in Kitisuru
","

Kitisuru ngecha rd, Kitisuru, Westlands

",-,-,-,"
A prime residential plot for sale in kitisuru.
",-,"
KSh 65,000,000
"
"
3.25 ac land for sale in Karen
","

Karen, Langata

","
3 ac
",-,-,"
Prime land available for sale in Karen with a 5...
",-,"
KSh 300,000,000
"
"
Residential land for sale in Nyari
","

Nyari central, Nyari, Westlands

",-,-,-,"
A prime plot for sale in nyari.
",-,"
KSh 120,000,000
"
"
1012 m² residential land for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
1012 m²
",-,-,"
Residential Land For Sale In Waiyaki Way
",-,"
KSh 15,000,000
"
"
4 bedroom house for sale in Old Muthaiga
","

Old Muthaiga, Muthaiga

","
2024 m²
","
4
",-,"
OLD MUTHAIGA:EXQUISITE 4BEDROOM HOME TO LET
",-,"
KSh 400,000
"
"
3.5 ac land for sale in New Kitusuru
","

New Kitusuru, Westlands

","
3 ac
",-,-,"
3.5 Acres of Land for sale
",-,"
KSh 365,000,000
"
"
Land for sale in Thika Road
","

Tola Road, Thika Road, Thika Road

",-,-,-,"
SPRING COURT
",-,"
KSh 1,600,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Laikipia road, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Contemporary and spacious 3 bedroom apartment l...
",-,"
KSh 26,000,000
"
"
Office for sale in Westlands Area
","

Westlands Area, Westlands

",-,-,-,"
OFFICE SUITS
",-,"
KSh 67,594,480
"
"
Land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
MUTHANGARI: PRIME HALF ACRE FOR SALE
",-,"
KSh 140,000,000
"
"
Land for sale in Spring Valley
","

Spring Valley, Westlands

",-,-,-,"
PEPONI:PRIME 1.3ACRES OVERLOOKING KARURA FOREST
",-,"
KSh 300,000,000
"
"
0.5 ac land for sale in Gigiri
","

Gigiri, Westlands

",-,-,-,"
 GIGIRI:HALF ACRE PARCEL FOR SALE
",-,"
KSh 100,000,000
"
"
8094 m² commercial land for sale in New Kitusuru
","

New Kitusuru, Westlands

","
8094 m²
",-,-,"
NEW KITISURU:COMMERCIAL 2ACRE PARCEL FOR SALE
",-,"
KSh 250,000,000
"
"
2024 m² residential land for sale in Nyari
","

Nyari, Westlands

","
2024 m²
",-,-,"
NYARI:RESIDENTIAL HALF ACRE PARCEL FOR SALE
",-,"
KSh 45,000,000
"
"
3901 m² residential land for sale in Lavington
","

Lavington, Dagoretti North

","
3901 m²
",-,-,"
LAVINGTON:RESIDENTIAL 1ACRE FOR SALE
",-,"
KSh 150,000,000
"
"
2024 m² residential land for sale in Runda
","

Runda, Westlands

","
2024 m²
",-,-,"
RUNDA: O.5ACRE PRIME RESIDENTIAL LAND FOR SALE
",-,"
KSh 45,000,000
"
"
2024 m² residential land for sale in Nyari
","

Nyari, Westlands

","
2024 m²
",-,-,"
NYARI EAST:RESIDENTIAL HALF ACRE FOR SALE
",-,"
KSh 50,000,000
"
"
4047 m² residential land for sale in Nyari
","

 Nyari, Westlands

","
4047 m²
",-,-,"
NYARI:RESIDENTIAL ONE ACRE PARCEL FOR SALE
",-,"
KSh 90,000,000
"
"
4856 m² residential land for sale in Kitisuru
","

Kitisuru, Westlands

","
4856 m²
",-,-,"
OLD KITISURU:PRIME RESIDENTIAL 1ACRE FOR SALE
",-,"
KSh 120,000,000
"
"
4 bedroom house for sale in Old Muthaiga
","

Old Muthaiga, Muthaiga

","
4047 m²
","
4
",-,"
MUTHAIGA: AMBASSADORIAL 4BEDROOM ALL ENSUITE ON...
",-,"
KSh 350,000,000
"
"
4047 m² residential land for sale in Thigiri
","

New Muthaiga, Thigiri, Westlands

","
4047 m²
",-,-,"
NEW MUTHAIGA:RESIDENTIAL 1ACRE FOR SALE
",-,"
KSh 110,000,000
"
"
12141 m² land for sale in Nyari
","

Nyari, Westlands

","
12141 m²
",-,-,"
NYARI:COMMERCIAL 3ACRES FOR SALE TOUCHING MAIN...
",-,"
KSh 130,000,000
"
"
5261 m² residential land for sale in Runda
","

Ruaka Road, Runda, Westlands

","
5261 m²
",-,-,"
OLD RUNDA:RESIDENTIAL 1.3ACRES FOR SALE
",-,"
KSh 125,000,000
"
"
12100 ft² commercial property for sale in Ngara
","

Ngara, Starehe

","
12100 ft²
",-,-,"
NGARA:COMMERCIAL PROPERTY FOR SALE
",-,"
KSh 110,000,000
"
"
Residential land for sale in Kitisuru
","

Kitisuru, Westlands

",-,-,-,"
OLD KITISURU:SCANDINAVIAN STYLE HOME ON 3.6ACRE...
",-,"
KSh 120,000,000
"
"
Land for sale in Kitisuru
","

Kitisuru, Westlands

",-,-,-,"
OLD KITISURU:RESIDENTIAL 1ACRE &0.5ACRES FOR SA...
",-,"
KSh 120,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








3

","
4 Bedroom Duplex Penthouse with Magnificent vie...
",-,"
KSh 33,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
Beautiful and Classic 2 bedroom apartment near...
",-,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
",-,"
Modern Brand New Development with 2,3 and 4 bed...
",-,"
KSh 16,500,000
"
"
2 bedroom apartment for sale in Thika Road
","

Garden City, Thika Road, Thika Road

",-,"
2
",-,"
Garden City 2bedroom Duplex for sale
",-,"
KSh 21,000,000
"
"
4 bedroom villa for sale in Runda
","

Two rivers, Runda, Westlands

","
2800 ft²
","
4
","








4

","
Luxurious 4 Bedroom Duplexes on sale Runda
",-,"
KSh 37,500,000
"
"
200 m² residential land for sale in Tassia
","

kwadege, kwadege, Tassia, Embakasi

","
200 m²
",-,-,"
TASSIA 2 PLOT NEXT TO KWADEGE
",-,"
KSh 5,700,000
"
"
0.5 ac land for sale in Karen
","

Hardy, Karen, Langata

",-,-,-,"
Prime Half Acre Residential Plots in Karen
",-,"
KSh 35,000,000
"
"
6 ac land for sale in Imara Daima
","

Airport Bypass, Imara Daima, Embakasi

","
6 ac
",-,-,"
Prime Vacant Plots in a Strategic Location - 33...
",-,"
 KSh 20,000,000
"
"
2.2 ac land for sale in Old Muthaiga
","

Naivasha Avenue, Old Muthaiga, Muthaiga

","
2 ac
",-,-,"
2.2 Acres Muthaiga Land For Sale
",-,"
KSh 600,000,000
"
