property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
3 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road, Thika Road

",-,"
3
","








3

","
3 bedroom apartment for sale in Garden City (Ke...
",-,"
KSh 24,000,000
"
"
2 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road, Thika Road

",-,"
2
","








2

","
2 bedroom apartment for sale in Garden City (Ke...
",-,"
KSh 18,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
","








1

","
1 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 15,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
130 m²
","
2
","








2

","
2 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 10,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
200 m²
","
3
","








3

","
3 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 19,000,000
"
"
107 m² office for sale in Kilimani
","

Kilimani, Dagoretti North

","
107 m²
",-,-,"
107 m² commercial office for sale in Nairobi -3...
",-,"
KSh 10,269,000
"
"
3 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Westlands, Rhapta Road, Westlands

","
2000 ft²
","
3
",-,"
3 Bedroom Apartment Rhapta Road for Sale
",-,"
KSh 16,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands Road, Westlands, Nairobi, Parklands, Westlands

","
279 m²
","
4
",-,"
4 bed Duplex, Parklands road, Westlands, Nairob...
",-,"
KSh 40,000,000
"
"
5 bedroom apartment for sale in Parklands
","

3rd Parklands Avenue, Nairobi, Parklands, Westlands

","
3720 ft²
","
5
","








6

","
5 Bedroom Duplex Apartment for sale Third Parkl...
",-,"
KSh 24,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Oloitokitok road, Kileleshwa, Kileleshwa, Dagoretti North

","
4500 ft²
","
4
",-,"
4 Bedroom Duplex Penthouse apartment For Sale i...
",-,"
KSh 70,000,000
"
"
10926.5 m² land for sale in Lower Kabete
","

Lower Kabete Road, Lower Kabete, Westlands

","
10926 m²
",-,-,"
2.7 acres plot, Lower Kabete road
",-,"
KSh 250,000,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands, Nairobi, General Mathenge, Westlands

","
177 m²
","
3
",-,"
3 bed, General Mathenge, Nairobi
",-,"
KSh 20,500,000
"
"
1.8 ac land for sale in Nyari
","

Nyari, Westlands Redhill Link road, Nyari, Westlands

","
1 ac
",-,-,"
1.8 acre land for sale, Nyari, Westlands Redhil...
",-,"
KSh 220,000,000
"
"
4 bedroom house for sale in Ridgeways
","

Kigwa Ridge, Nairobi, Ridgeways, Ridgeways

","
465 m²
","
4
",-,"
4 bed, Kigwa Ridge, Nairobi
",-,"
KSh 125,000,000
"
"
0.75 ac land for sale in Spring Valley
","

Shanzu Road, Spring Valley, Westlands

",-,"
4
","








3

","
4 Bedroom House for Sale in Shanzu road, Spring...
",-,"
KSh 125,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands Road, Westlands, Nairobi, Parklands, Westlands

","
260 m²
","
4
",-,"
4 bed, Parklands road, Westlands, Nairobi
",-,"
KSh 37,000,000
"
"
2068 m² land for sale in Brookside
","

Brookside Drive, Westlands, Nairobi, Brookside, Westlands

","
2068 m²
",-,-,"
0.511 acre plot, Brookside Drive, Nairobi
",-,"
KSh 195,000,000
"
"
0.5 ac land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road, Kiambu Road

",-,-,-,"
Prime Plot Along Kiambu Road For Sale from KES...
",-,"
KSh 29,000,000
"
"
4 bedroom house for sale in Ridgeways
","

Ridgeways, Nairobi, Ridgeways, Ridgeways

","
5000 ft²
","
4
","








4

","
4 Bedroom Ridgeways to let Nairobi
",-,"
KSh 85,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands, Nairobi, Riverside, Westlands

","
288 m²
","
3
",-,"
3 Bed Duplex Apartments For Sale in Riverside,...
",-,"
KSh 50,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road-Kilimani-Nairobi, Kilimani, Dagoretti North

","
105 m²
","
2
",-,"
2 Bed Apartments For Sale in Kilimani, Nairobi
",-,"
KSh 11,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kindaruma Road-Kilimani-Nairobi, Kilimani, Dagoretti North

","
155 m²
","
3
",-,"
3 Bedroom Apartments for Sale in Kilimani, Nair...
",-,"
KSh 16,500,000
"
"
4 bedroom house for sale in Westlands Area
","

East Church Road, Westlands, Nairobi, Westlands Area, Westlands

","
372 m²
","
4
","








4

","
4 bed, East Church Road, Nairobi
",-,"
KSh 42,500,000
"
"
0.72 ac commercial land for sale in General Mathenge
","

General Mathenge, Westlands

",-,-,-,"
0.72 acres vacant land for sale in Westlands (K...
",-,"
KSh 239,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








4

","
4 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 23,000,000
"
"
2428 m² land for sale in Kilimani
","

Kilimani, Dagoretti North

","
2428 m²
",-,-,"
0.6 acres vacant land for sale in Kilimani (Ken...
",-,"
KSh 250,000,000
"
"
1 ac residential land for sale in Karen
","

Karen, Langata

","
1 ac
",-,-,"
1 acres vacant land for sale in Karen (Kenya)...
",-,"
KSh 43,500,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
5 bedroom townhouse for sale in Lavington (Keny...
",-,"
KSh 90,000,000
"
"
5 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
5
","








5

","
5 bedroom double-storey apartment for sale in K...
",-,"
KSh 35,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








4

","
3 bedroom apartment for sale in Riverside (Keny...
",-,"
KSh 42,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
160 m²
","
2
","








2

","
2 bedroom apartment for sale in Kileleshwa (Ken...
",-,"
KSh 16,500,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
Executive 4 bedroom apartment in Lavington
",-,"
KSh 30,000,000
"
"
3 bedroom apartment for sale in Parklands
","

City Park, Parklands, Westlands

","
174 m²
","
3
","








2

","
Anahita Apartments
",-,"
KSh 18,500,000
"
"
1011 m² commercial property for sale in Industrial Area
","

Eastlands Cresent Road, Industrial Area, Embakasi

","
1011 m²
",-,-,"
Existing Business For Sale In Industrial Area
",-,"
KSh 65,000,000
"
"
4 bedroom townhouse for sale in Ngong Road
","

kibiko, Ngong Road, Ngong Road

",-,"
4
","








4

","
4 Bedroom Townhouse Kibiko Ngong
",-,"
KSh 28,000,000
"
"
Commercial land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
1/8th Acre plot Migaa Estate
",-,"
KSh 5,000,000
"
"
3 bedroom apartment for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








3

","
Executive 3 bedroom apartment in Thindigua alon...
",-,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Riruta
","

Riruta, Dagoretti South

","
121 m²
","
3
",-,"
3 Bedroom apartment Precious Garden Riruta
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3 Bedroom apartment Kileleshwa
",-,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

",-,"
3
","








3

","
3 Bedroom apartments Ngong Road
",-,"
KSh 9,950,000
"
"
3 m² commercial land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

","
3 m²
",-,-,"
Prime 3 Acres plots Along Mombasa Road
",-,"
KSh 150,000,000
"
"
Commercial land for sale in Upper Hill
","

Upper Hill, Langata

",-,-,-,"
1/2 acre plot Upper hill
",-,"
KSh 230,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








2

","
3 Bedroom apartment Kilimani
",-,"
KSh 11,500,000
"
"
Shop for sale in Pangani
","

Pangani, Starehe

",-,-,-,"
Shop for sale in Pangani
",-,"
KSh 6,950,000
"
"
2023 m² land for sale in Uthiru/Ruthimitu
","

Waiyaki Way, Uthiru/Ruthimitu, Dagoretti South

","
2023 m²
",-,-,"
Prime Plots
",-,"
KSh 30,000,000
"
"
1011 m² land for sale in Uthiru/Ruthimitu
","

Waiyaki Way, Uthiru/Ruthimitu, Dagoretti South

","
1011 m²
",-,-,"
Prime plot
",-,"
KSh 15,000,000
"
"
2024 m² land for sale in Lavington
","

Njumbi Rd, Lavington, Dagoretti North

","
2024 m²
",-,-,"
0.5 acre Prime Residential Plot in a gated comm...
",-,"
KSh 90,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Gitanga Rd, Lavington, Dagoretti North

",-,"
4
","








3

","
A Spacious 4-Bedroom Townhouse (3 ensuite), Big...
",-,"
KSh 65,000,000
"
"
2 bedroom apartment for sale in Valley Arcade
","

Argwins Kodhek, Valley Arcade, Dagoretti North

",-,"
2
","








2

","
2 Bedroom (master ensuite), opposite Valley Arc...
",-,"
KSh 7,500,000
"
"
1 bedroom apartment for sale in Valley Arcade
","

Argwins Kodhek, Valley Arcade, Dagoretti North

",-,"
1
","








1

","
1 Bedroom Apartment for Sale at Valley Arcade,...
",-,"
KSh 5,500,000
"
"
5 bedroom townhouse for sale in Lavington
","

Amboseli, Lavington, Dagoretti North

",-,"
5
","








5

","
5 Bedroom (all ensuite) Corner Townhouse - Big...
",-,"
KSh 63,000,000
"
"
Studio apartment for sale in Valley Arcade
","

Argwings Kodhek Road, Valley Arcade, Dagoretti North

",-,"
0
","








1

","
Studio apartment for sale in Valley Arcade
",-,"
KSh 4,500,000
"
"
1 bedroom apartment for sale in Valley Arcade
","

Argwings Kodhek, Valley Arcade, Dagoretti North

",-,"
1
","








1

","
1 Bedroom Apartment for Sale in Valley Arcade
",-,"
KSh 6,000,000
"
"
0.5 ac land for sale in South B
","

Sare Road, South B, Langata

",-,-,-,"
1/2 Acre plot for sale in South B
",-,"
KSh 180,000,000
"
"
4 bedroom house for sale in Karen
","

Karen, Langata

",-,"
4
","








4

","
A 4 Bedroom (all ensuite) Grand-Villa with 1-be...
",-,"
KSh 67,500,000
"
"
2 bedroom apartment for sale in Valley Arcade
","

Arwings Kodhek Road, Valley Arcade, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment for Sale in Valley Road
",-,"
KSh 9,000,000
"
"
500 m² residential land for sale in Zimmermann
","

Zimmermann, Roysambu

","
500 m²
",-,-,"
50 X 80 Plot (with two old 3-bedroom bungalows)...
",-,"
KSh 12,000,000
"
"
809 m² land for sale in Karen
","

Southern By Pass, Karen, Langata

","
809 m²
",-,-,"
1/2 Acre Land for sale in Karen
",-,"
KSh 38,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Laikipia Road, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 Bedroom apartment for sale in Kileleshwa
",-,"
KSh 8,500,000
"
"
2 ac land for sale in Industrial Area
","

 Adisababa Road, Adisababa Road, Industrial Area, Embakasi

","
2 ac
",-,-,"
2 Acres of Land for sale in Industrial area
",-,"
KSh 320,000,000
"
"
5 bedroom house for sale in Hill View
","

Lower Kabete Rd, Lower Kabete Rd, Hill View, Westlands

",-,"
5
","








4

","
A 5 Bedroom House for sale in Hillview -Lower K...
",-,"
KSh 150,000,000
"
"
3500 ft² warehouse for sale in Donholm
","

Off Outering Road, Donholm, Embakasi

","
3500 ft²
",-,-,"
A 3500 Square feet Godown for sale in Donholm
",-,"
KSh 39,000,000
"
"
3 bedroom townhouse for sale in Donholm
","

Off Outering Road, Donholm, Embakasi

","
1880 ft²
","
3
","








2

","
A 3 Bedroom Townhouse for sale in Donholm
",-,"
KSh 8,700,000
"
"
0.5 ac land for sale in Thome
","

Thome -Safari park Avenue, Thome, Roysambu

",-,-,-,"
A 1/2 Acre Land for sale in Thome
",-,"
KSh 35,000,000
"
"
0.5 ac residential land for sale in Karen
","

Kerarapon Drive,10th Avenue, Karen, Langata

",-,-,-,"
1/2 Acre of Land for sale in Kerarapon
",-,"
KSh 33,000,000
"
"
2.5 ac land for sale in Loresho
","

Loresho, Westlands

","
2 ac
",-,-,"
2.5 Acres of Land for sale in Loresho
",-,"
KSh 160,000,000
"
"
3 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








4

","
3 Bedrooms Townhouse
",-,"
KSh 35,000,000
"
"
5 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
5
","








5

","
5 bedroom plus dsq sale Kiambu rd 47m
",-,"
KSh 47,000,000
"
"
1700 ft² shop for sale in Ngong Road
","

Ngong Road, Ngong Road, Ngong Road

","
1700 ft²
",-,-,"
Retail Space Available
",-,"
KSh 200,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

","
6000 ft²
","
5
","








5

","
Beautiful 5-bedroom all en suite Villa
",-,"
KSh 82,000,000
"
"
3 bedroom apartment for sale in Riverside
","

riverside drive, Riverside, Westlands

","
288 m²
","
3
","








3

","
Luxury Living 3 Bedroom Apts on sale Riverside
",-,"
KSh 38,000,000
"
"
4 bedroom apartment for sale in Lavington
","

lavington, Lavington, Lavington, Dagoretti North

",-,"
4
","








4

","
Brand New 4bd all ensuite DSQ Lift Borehole Poo...
",-,"
KSh 20,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
2
","








2

","
Spacious Apt 2bd all ensuite Borehole Pool Chil...
",-,"
KSh 13,500,000
"
"
Commercial land for sale in Uthiru/Ruthimitu
","

Naivasha road, Uthiru/Ruthimitu, Dagoretti South

",-,-,-,"
Prime 1/2 Acre Plot.
",-,"
KSh 85,000,000
"
"
5 bedroom townhouse for sale in Lower Kabete
","

Lower Kabete, Westlands

","
1 ac
","
5
","








5

","
LOWER KABETE:LUXURIOUS 5BEDROOM FOR SALE
",-,"
KSh 200,000,000
"
"
Studio apartment for sale in Thika Road
","

Thindigwa Riruta and TRM Thika Road, Riruta,Thika road And Thindigwa kiambu Road, Thika Road, Thika Road

","
200 ft²
","
0
","








1

","
Tsavo Affordable Housing Kiambu, Riruta Satelli...
",-,"
KSh 1,700,000
"
"
1858 m² land for sale in Parklands
","

Mogotio Road , Mogotio Road , Parklands, Westlands

","
1858 m²
",-,-,"
Half acre Mogotio Road Parklands
",-,"
KSh 215,000,000
"
"
22 m² land for sale in Kahawa Sukari
","

Kahawa Sukari, Roysambu

","
22 m²
",-,-,"
50 by 50 plot Kahawa Sukari
",-,"
KSh 8,750,000
"
"
Residential land for sale in Kitisuru
","

Kitisuru ngecha rd, Kitisuru, Westlands

",-,-,-,"
A prime residential plot for sale in kitisuru.
",-,"
KSh 65,000,000
"
"
3.25 ac land for sale in Karen
","

Karen, Langata

","
3 ac
",-,-,"
Prime land available for sale in Karen with a 5...
",-,"
KSh 300,000,000
"
"
6 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
6
","








6

","
For Sale Cozy Modern 6 Bedroooms With DSQ Garde...
",-,"
KSh 80,000,000
"
"
1012 m² residential land for sale in Waiyaki Way
","

Waiyaki Way, Westlands

","
1012 m²
",-,-,"
Residential Land For Sale In Waiyaki Way
",-,"
KSh 15,000,000
"
"
Land for sale in Thika Road
","

Tola Road, Thika Road, Thika Road

",-,-,-,"
SPRING COURT
",-,"
KSh 1,600,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Laikipia road, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Contemporary and spacious 3 bedroom apartment l...
",-,"
KSh 26,000,000
"
"
Office for sale in Westlands Area
","

Westlands Area, Westlands

",-,-,-,"
OFFICE SUITS
",-,"
KSh 67,594,480
"
"
4 bedroom house for sale in Karen
","

Karen, Langata

",-,"
4
","








4

","
THE ROYAL
",-,"
KSh 72,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
 5
","








5

","
CONTEMPORARY
",-,"
KSh 67,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
 3
",-,"
3 bedroom all ensuite apartments plus DSQ for s...
",-,"
KSh 16,500,000
"
"
Land for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
KILIMANI:PRIME 1.527ACRES FOR SALE
",-,"
KSh 600,000,000
"
"
Land for sale in Spring Valley
","

Spring Valley, Westlands

",-,-,-,"
PEPONI:PRIME 1.3ACRES OVERLOOKING KARURA FOREST
",-,"
KSh 300,000,000
"
"
8094 m² commercial land for sale in New Kitusuru
","

New Kitusuru, Westlands

","
8094 m²
",-,-,"
NEW KITISURU:COMMERCIAL 2ACRE PARCEL FOR SALE
",-,"
KSh 250,000,000
"
"
2024 m² residential land for sale in Nyari
","

Nyari, Westlands

","
2024 m²
",-,-,"
NYARI:RESIDENTIAL HALF ACRE PARCEL FOR SALE
",-,"
KSh 45,000,000
"
"
5 bedroom house for sale in Runda
","

Runda, Westlands

",-,"
5
","








5

","
RUNDA:CHARMING 5BEDROOM TOWHOUSE FOR SALE
",-,"
KSh 120,000,000
"
"
3901 m² residential land for sale in Lavington
","

Lavington, Dagoretti North

","
3901 m²
",-,-,"
LAVINGTON:RESIDENTIAL 1ACRE FOR SALE
",-,"
KSh 150,000,000
"
"
2024 m² residential land for sale in Runda
","

Runda, Westlands

","
2024 m²
",-,-,"
RUNDA: O.5ACRE PRIME RESIDENTIAL LAND FOR SALE
",-,"
KSh 45,000,000
"
"
2024 m² residential land for sale in Nyari
","

Nyari, Westlands

","
2024 m²
",-,-,"
NYARI EAST:RESIDENTIAL HALF ACRE FOR SALE
",-,"
KSh 50,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
",-,"
KILELESHWA: 2BEDROOM ALL-ENSUITE APARTMENT FOR...
",-,"
KSh 17,000,000
"
"
4047 m² residential land for sale in Nyari
","

Nyari, Westlands

","
4047 m²
",-,-,"
NYARI:RESIDENTIAL ONE ACRE PARCEL FOR SALE
",-,"
KSh 90,000,000
"
"
5059 m² commercial land for sale in Old Muthaiga
","

Old Muthaiga, Muthaiga

","
5059 m²
",-,-,"
OLD MUTHAIGA:PRIME 1.25ACRES FOR SALE
",-,"
KSh 270,000,000
"
"
2024 m² residential land for sale in Runda
","

Runda, Westlands

","
2024 m²
",-,-,"
RUNDA:MAGNIFICENT AMBASSADORIAL FOR SALE
",-,"
KSh 100,000,000
"
"
4047 m² residential land for sale in Thigiri
","

New Muthaiga, Thigiri, Westlands

","
4047 m²
",-,-,"
NEW MUTHAIGA:RESIDENTIAL 1ACRE FOR SALE
",-,"
KSh 110,000,000
"
"
12141 m² land for sale in Nyari
","

Nyari, Westlands

","
12141 m²
",-,-,"
NYARI:COMMERCIAL 3ACRES FOR SALE TOUCHING MAIN...
",-,"
KSh 130,000,000
"
"
5261 m² residential land for sale in Runda
","

Ruaka Road, Runda, Westlands

","
5261 m²
",-,-,"
OLD RUNDA:RESIDENTIAL 1.3ACRES FOR SALE
",-,"
KSh 125,000,000
"
"
Residential land for sale in Kitisuru
","

Kitisuru, Westlands

",-,-,-,"
OLD KITISURU:SCANDINAVIAN STYLE HOME ON 3.6ACRE...
",-,"
KSh 120,000,000
"
"
Land for sale in Kitisuru
","

Kitisuru, Westlands

",-,-,-,"
OLD KITISURU:RESIDENTIAL 1ACRE &0.5ACRES FOR SA...
",-,"
KSh 120,000,000
"
"
4 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
","








3

","
Top Modern Executive Lifestyle Penthouse in Kil...
",-,"
KSh 29,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Off Riara Road, Kilimani, Dagoretti North

",-,"
3
","








3

","
3 Bedroom Apartment For Sale in Kilimani
",-,"
KSh 14,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Denis Pritt Road, Kilimani, Dagoretti North

",-,"
2
","








1

","
2 Room Apartment For Sale on Denis Pritt Road,...
",-,"
KSh 7,000,000
"
"
3 bedroom house for sale in Kilimani
","

Riara Road, Kilimani, Dagoretti North

",-,"
3
","








2

","
Well finished 3 bedroom apartment for sale
",-,"
KSh 15,500,000
"
"
3 bedroom house for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
",-,"
3 Bedroom Villa for Sale
",-,"
KSh 29,000,000
"
"
 5 bedroom townhouse for sale in Loresho
","

Loresho ridge, Loresho, Westlands

",-,"
5
","








5

","
5 Bedroom Luxurious Homes For Sale In Loresho
",-,"
KSh 165,000,000
"
"
1.5 ac residential land for sale in Nairobi Hardy
","

Mukoma, Nairobi Hardy, Langata

","
1 ac
",-,-,"
Karen 1.5 Acres on sale Mukoma Area
",-,"
KSh 58,000,000
"
"
Furnished 2 bedroom apartment for sale in Lavington
","

Vanga Road, Lavington, Dagoretti North
 
",-,"
2
","








2

","
Furnished 2 Bedroom Apartment For Sale
",-,"
KSh 22,500,000
"
"
0.8 ac commercial land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
0.8 Acres prime flat land connected to a sewer
",-,"
KSh 150,000,000
"
"
200 m² residential land for sale in Tassia
","

kwadege, kwadege, Tassia, Embakasi

","
200 m²
",-,-,"
TASSIA 2 PLOT NEXT TO KWADEGE
",-,"
KSh 5,700,000
"
"
0.5 ac land for sale in Riverside
","

P.O Box 66055-00800, Riverside Drive, Riverside, Westlands

",-,-,-,"
0.5 acres of Prime Land in the heart of Riversi...
",-,"
KSh 160,000,000
"
"
0.5 ac land for sale in Karen
","

Hardy, Karen, Langata

",-,-,-,"
Prime Half Acre Residential Plots in Karen
",-,"
KSh 35,000,000
"
"
6 ac land for sale in Imara Daima
","

Airport Bypass, Imara Daima, Embakasi

","
6 ac
",-,-,"
Prime Vacant Plots in a Strategic Location - 33...
",-,"
KSh 20,000,000
"
"
Land for sale in Langata Area
","

Langata Area, Langata

",-,-,-,"
40 by 80 Prime Plot
",-,"
KSh 10,000,000
"
"
1.8 ac land for sale in General Mathenge
","

Donyo Sabuk, General Mathenge, Westlands

","
1 ac
",-,-,"
Prime 1.8 Acre plot in Westlands
",-,"
KSh 700,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
",-,"
Modern and Secure 3 Bedroom Apartment in Westla...
",-,"
KSh 27,000,000
"
"
6 bedroom townhouse for sale in Westlands Area
","

Wambugu Road, Westlands Area, Westlands

",-,"
6
",-,"
Magnificent 6 Bedroom Home For Sale on Wambugu...
",-,"
KSh 90,000,000
"
"
6 bedroom house for sale in Runda
","

Runda Nairobi, Runda, Westlands

",-,"
6
","








7

","
A 6bdrm house for sale in runda.
",-,"
KSh 100,000,000
"
"
4 bedroom townhouse for sale in Spring Valley
","

Peponi gardens, Spring Valley, Westlands

",-,"
4
","








5

","
A 4bdrm townhouse for sale in spring valley.
",-,"
KSh 68,000,000
"
"
Land for sale in Kitisuru
","

Old kitisuru road, Kitisuru, Westlands

",-,-,-,"
One acre for sale in old kitisuru
",-,"
KSh 125,000,000
"
"
5 bedroom townhouse for sale in Spring Valley
","

Spring Valley, Westlands

",-,"
5
","








5

","
5 Bedroom all ensuite Townhouse + DSQ
",-,"
KSh 65,000,000
"
"
5000 ft² land for sale in Ruai
","

Ruai, Kasarani

","
5000 ft²
",-,-,"
Ruai Kamulu Kasarani polytechnic
",-,"
KSh 1,600,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








3

","
To Sale Spacious Modern 2 Bedroom With DSQ Apar...
",-,"
KSh 9,600,000
"
"
4 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
4
","








5

","
Luxury Apartments For Sale On General Mathenge...
",-,"
KSh 80,000,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
3
","








3

","
To Sale 3 Bedroom With DSQ Apartment In General...
",-,"
KSh 19,000,000
"
"
6 bedroom house for sale in Thigiri
","

Thigiri, Westlands

",-,"
6
","








5

","
1 Acre Property in Thigiri Ridge
",-,"
KSh 140,000,000
"
"
0.71 ac commercial land for sale in Old Muthaiga
","

Old Muthaiga, Muthaiga

",-,-,-,"
0.71 Acres of Potential Commercial Land in Old...
",-,"
KSh 150,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Rhapta Road, Westlands Area, Westlands

",-,"
3
",-,"
A Beautiful Masterpiece - Absolute Perfection 3...
",-,"
KSh 18,500,000
"
"
4 bedroom apartment for sale in Parklands
","

Ita Road, Parklands, Westlands

",-,"
4
",-,"
Beautiful 4 Bedroom Apartment
",-,"
KSh 22,500,000
"
"
1 bedroom apartment for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
1
",-,"
LUXUROUS 1 & 2 BEDROOM SERVICED APARTMENTS
",-,"
KSh 12,000,000
"
"
1 m² land for sale in Karen
","

Karen, Langata

","
1 m²
",-,-,"
4 bedroom house for sale
",-,"
KSh 80,000,000
"
"
4 bedroom house for sale in Parklands
","

Parklands, Westlands

",-,"
 4
","








3

","
4BEDROOM MASSIONATE IN PARKLANDS
",-,"
KSh 35,000,000
"
"
Commercial property for sale in Nairobi Central
","

CBD NAIROBI, Nairobi Central, Starehe

",-,-,-,"
TEA ROOM AREA,BUILDING ON SALE
",-,"
KSh 180,000,000
"
"
Commercial property for sale in Ngong Road
","

Adams arcade, Ngong Road, Ngong Road

",-,"
4
","








4

","
0.28ACRES TOUCHING NGONG ROAD NEAR ADAMS ARCADE...
",-,"
KSh 88,000,000
"
"
Residential land for sale in Parklands
","

3rd Parklands, Parklands, Westlands

",-,-,-,"
Prime residential/commercial property on ¼acre,...
",-,"
KSh 100,000,000
"
"
Land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Prime ½acre residential serviced red soil at Ru...
",-,"
KSh 35,000,000
"
"
0.2 ha land for sale in Lavington
","

Lavington, Dagoretti North

",-,-,-,"
Half an acre in lavington for sale
",-,"
KSh 165,000,000
"
"
Residential land for sale in Karen
","

Karen, Langata

",-,-,-,"
Prime residential plot for sale
",-,"
KSh 26,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
NEW Ultra Modern 5 Bedroom ALL Townhouse + DSQ
",-,"
KSh 75,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








4

","
5 Bedroom ensuite House + DSQ
",-,"
KSh 110,000,000
"
"
5 bedroom villa for sale in Garden Estate
","

Garden Estate, Roysambu

",-,"
5
","








5

","
NEW 5 Bedroom ALL ensuite House + DSQ
",-,"
KSh 70,000,000
"
"
Land for sale in Nairobi Central
","

22, Kisau, Nairobi Central, Starehe

",-,-,-,"
Test 1
",-,"
KSh 33,333,222
"
"
4 bedroom house for sale in Thika Road
","

Ruiru, Thika Road, Thika Road

",-,"
 4
","








3

","
4 BEDROOM HOUSE FOR SALE IN RUIRU, OFF THIKA RO...
",-,"
KSh 13,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








3

","
Riverside Executive Apartments for Sale
",-,"
KSh 25,000,000
"
"
2 bedroom apartment for sale in Parklands
","

Limuru Road , Parklands, Westlands

",-,"
2
",-,"
2, 3 & 4 Bedroom spectacular Apartments
",-,"
KSh 19,000,000
"
