property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
4 bedroom apartment for sale in Westlands Area
","

101e, Kabarserian Avenue, Westlands Area, Westlands

","
3000 ft²
","
4
","








4

","
Magnificent four bedroom penthouse well situate...
",Ace Realtors Limited,"
KSh 30,000,000
"
"
4 bedroom townhouse for sale in Mountain View
","

Jacaranda, Mountain View, Mountain View, Westlands

","
155 m²
","
4
","








3

","
4 Bedroom Maisonette For sale in Mountain View
",Habitat Realtors International Limited,"
KSh 40,000,000
"
"
10 bedroom house for sale in Rhapta Road
","

David Osieli Rd, Rhapta Road, Westlands

",-,"
10
","








8

","
Two Semi-Detached 5 Bedroom Maisonettes On 0.25...
",Coral Property International Ltd,"
KSh 120,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








5

","
A charming 5 bedroom plus servant quarter is av...
",Kiama Homes,"
KSh 102,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kindaruma road, Kilimani, Dagoretti North

",-,"
3
","








4

","
3 bedrooms all ensuite
",Calmillers Holding Ltd,"
KSh 12,500,000
"
"
Furnished 3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
","








3

","
Furnished 3 Bed Apartment For Sale/Rent With Gr...
",Coral Property International Ltd,"
KSh 29,000,000
"
"
Furnished 1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
1
","








1

","
1 bedroom fully furnished apartment for sale
",Stop Properties Real Estate,"
KSh 12,500,000
"
"
4 bedroom townhouse for sale in Brookside
","

Brookside, Westlands

","
4500 ac
","
4
","








4

","
4 Bedroom Townhouse for Sale in Brookside
",Dayfield Agencies,"
KSh 50,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

kilimani, Kilimani, Dagoretti North

",-,"
3
","








4

","
Executive three bedrooms all ensuite and servan...
",Comfort Valuers Limited,"
KSh 30,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Off Oloitoktok road, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
3BR - Luxury apartments (Ready for occupation)...
",Upper Deck Homes,"
KSh 16,500,000
"
"
3 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
3
","








3

","
Contemporary 3 Bedroom Apartments For Sale In P...
",Riverdale Properties,"
KSh 24,000,000
"
"
4 bedroom townhouse for sale in Lower Kabete
","

Lower kabete, lower kabete, Lower Kabete, Westlands

",-,"
4
","








5

","
An impressive new 4 bed townhouse
",Keensell Ventures LTD,"
KSh 130,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
town house for sale in lavington
",Kensim Property Enterprises,"
KSh 65,000,000
"
"
6 bedroom townhouse for sale in Karen
","

Karen, Karen, Langata

",-,"
6
","








6

","
6 Bedrooms Townhouses For Sale in Karen
",Simkar Group Limited,"
KSh 150,000,000
"
"
5 bedroom townhouse for sale in Karen
","

COMBONI CRESCENT, Karen, Langata

",-,"
5
","








6

","
3 incomplete 5 bedrooms townhouses all ensuites...
",-,"
KSh 100,000,000
"
"
2 bedroom villa for sale in Imara Daima
","

Imara Daima, Embakasi

","
54 m²
","
2
","








2

","
Imara Daima Bungalow
",-,"
KSh 6,000,000
"
"
4 bedroom house for sale in Karen
 ","

Bogani Park, Karen, Langata

","
42 m²
","
4
","








5

","
4 bedroom House for sale in Karen
",Crystal Valuers LTD,"
KSh 88,000,000
"
"
0.69 ac residential land for sale in Lavington
","

Kabasiran Avenue, Lavington, Dagoretti North

",-,-,-,"
Prime 0.7ac parcel of land, ripe for redevelopm...
",Knight Frank Kenya,"
KSh 125,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
Spectacular New Development! Lavington Four Bed...
",Geoscape Global Limited,"
KSh 33,000,000
"
"
5 bedroom townhouse for sale in Karen
","

Miotoni , Miotoni, Karen, Langata

","
46 m²
","
5
","








5

","
5 Bedroom Newly Built Modern House In Karen Wit...
",Green Knight Properties,"
KSh 120,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

","
4046 m²
","
5
","








6

","
Lovely, New & Spacious 5 bedroom townhouse in l...
",A1 Properties Ltd,"
KSh 80,000,000
"
"
4 bedroom house for sale in Karen
","

Maasai Lane, Karen, Langata

",-,"
4
","








4

","
A 4 bedroom house for sale
",Knight Frank Kenya,"
KSh 78,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

KILIMANI, Kilimani, Dagoretti North

","
105 m²
","
2
","








2

","
AFFORDABLE 2 BEDROOM FOR SALE
",Round The Clock Homes,"
KSh 8,800,000
"
"
3 bedroom house for sale in Kiambu Road
","

Eden Ville 1, Kiambu Road, Kiambu Road

",-,"
3
","








2

","
3 Br House For Sale Eden Ville Estate
",Apogee Realty Homes,"
KSh 25,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
 4
","








4

","
Brand New Modern Townhouse for Sale in Lavingto...
",Ocean Oasis,"
KSh 63,000,000
"
"
3 bedroom townhouse for sale in Kiambu Road
","

kiambu, Kiambu Road, Kiambu Road

",-,"
3
","








3

","
Houses for Sale
",Red Knot  Properties Limited,"
 KSh 20,295,000
"
"
3 bedroom apartment for sale in Baraka/Nyayo
","

Nyayo Estate, Baraka/Nyayo, Embakasi

",-,"
3
","








2

","
Flat for Sale
",Red Knot  Properties Limited,"
KSh 8,500,000
"
"
4 bedroom apartment for sale in Lavington
","

Othaya road, Lavington, Dagoretti North

","
211 m²
","
4
","








5

","
4Br - Modern Audacious designs - located in Ki...
",Upper Deck Homes,"
KSh 23,000,000
"
"
1 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

","
83 m²
","
1
","








1

","
LUXURIOUS HOTEL APARTMENT- 1.5 BEDROOM APARTMEN...
",A1 Properties Ltd,"
KSh 14,400,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
",-,"
2, 3 & 4 Bedroom Apartments For Sale In Kileles...
",Coral Property International Ltd,"
KSh 18,100,000
"
"
3 bedroom townhouse for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








3

","
A Home For You! Kiambu Road three Bedroom Townh...
",Geoscape Global Limited,"
KSh 18,500,000
"
"
5 ac residential land for sale in Karen
","

Karen, Karen, Langata

","
5 ac
",-,-,"
5 acres vacant land for sale in Karen (Kenya) 3...
",Pam Golding Properties,"
KSh 295,000,000
"
"
5 bedroom house for sale in Kitisuru
","

Kitisuru, Westlands

",-,"
5
","








5

","
Peponi Road, 5 Bedroom Villas (Off Plan) in a g...
",FAPCL Group,"
KSh 85,000,000
"
"
2 bedroom apartment for sale in Waiyaki Way
","

Near Kabete Technical, Waiyaki Way, Westlands

",-,"
2
","








2

","
Apartments for Sale
",Red Knot  Properties Limited,"
KSh 10,000,000
"
"
2 bedroom apartment for sale in Thika Road
","

Near Spur Mall, Thika Road, Thika Road

","
13 m²
","
 2
","








2

","
Flat for Rent
",Red Knot  Properties Limited,"
KSh 6,800,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Off Rhapta Road, Nairobi, Westlands Area, Westlands

",-,"
3
","








3

","
3 Bedroom Apartment For Sale Off Rhapta Road In...
",Coral Property International Ltd,"
KSh 23,500,000
"
"
4 bedroom house for sale in Ruai
","

Ruai, Malaa, Ruai, Kasarani

",-,"
4
","








4

","
3 Bedroom all en-suite Maisonette for sale
",-,"
KSh 3,200,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
",-,"
A brand new 5bdrm townhouse for sale in Karen.
",Spacetech Enterprises,"
KSh 75,000,000
"
"
2 bedroom apartment for sale in Westlands Area
","

Elite Residence, Westlands Road, Westlands Area, Westlands

","
140 m²
","
2
","








3

","
2 bedroom Apartments For Sale in Westlands- Eli...
",Habitat Realtors International Limited,"
KSh 22,900,000
"
"
5 bedroom villa for sale in Lower Kabete
","

Lower Kabete, Westlands

",-,"
5
","








5

","
Lower Kabete, 5 Bedroom New Villas – FOR SALE
",FAPCL Group,"
KSh 160,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

lavington, lavington, Lavington, Dagoretti North

",-,"
5
","








6

","
New 5bedrooms townhouses for sale in lavington.
",Comfort Valuers Limited,"
KSh 49,000,000
"
"
4 bedroom townhouse for sale in Mombasa Road
","

off Mombasa road, Road C, Mombasa Road, Mombasa Road

",-,"
4
","








5

","
Townhouse for Sale
",Red Knot  Properties Limited,"
KSh 28,000,000
"
"
4 bedroom townhouse for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








4

","
A spacious 4 Bedroom Maisonette For Sale
",Halifax Estate Agency,"
KSh 43,000,000
"
"
5 bedroom house for sale in Runda
","

Evergreen, Runda, Westlands

",-,"
5
","








5

","
5BR HOUSE FOR SALE IN MBUGANI VILLAS RUNDA
",Apogee Realty Homes,"
KSh 120,000,000
"
"
5 bedroom house for sale in Loresho
","

Nairobi, Loresho, Westlands

","
20234 m²
","
5
","








6

","
5 Bedroom Luxurious Gated Community Homes For S...
",Coral Property International Ltd,"
KSh 1
"
"
5 bedroom townhouse for sale in Loresho
","

Loresho, Westlands

","
500 m²
","
5
","








6

","
Luxury 5 Bedroom Homes For Sale In Loresho
",Nuru Breeze Homes Realty Limited,"
KSh 105,000,000
"
"
5 bedroom townhouse for sale in Spring Valley
","

Peponi Road, Spring Valley, Westlands

",-,"
5
","








5

","
5 Bedroom Townhouse for Sale in Spring Valley
",Dayfield Agencies,"
KSh 69,000,000
"
"
3 bedroom townhouse for sale in South C
","

Near Bandari Villas, South C, Langata

",-,"
3
","








3

","
House for sale
",Red Knot  Properties Limited,"
KSh 27,000,000
"
"
5 bedroom house for sale in Karen
","

Mbagathi Ridge, Karen, Langata

",-,"
5
","








3

","
5 bedroom house for sale on Mbagathi Ridge
",Knight Frank Kenya,"
P.O.A
"
"
5 bedroom house for sale in Muthaiga Area
","

Muthaiga Area, Muthaiga

","
1014 m²
","
5
","








5

","
Muthaiga Ambassadorial Mansion
",-,"
P.O.A
"
"
 5 bedroom house for sale in Old Muthaiga
","

Muthaiga Nairobi, Old Muthaiga, Muthaiga

",-,"
5
","








6

","
A 5bdrm ambassadorial house for sale in muthaig...
",Spacetech Enterprises,"
P.O.A
"
"
5 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
Spacious 5 Bedroom Townhouse for Sale in Laving...
",Ocean Oasis,"
KSh 57,000,000
"
"
5 bedroom townhouse for sale in Runda
","

Runda, Westlands

",-,"
5
","








5

","
5 bedroom house for sale- Runda
",Royal Gate properties Kenya,"
KSh 120,000,000
"
"
4 bedroom house for sale in Karen
","

Langata Road, Karen, Langata

",-,"
4
","








5

","
1/2 Commercial Land for Sale in Karen
",The HouSwitch Haven Ltd,"
KSh 80,000,000
"
"
5 bedroom house for sale in Hill View
","

Lower Kabete Rd, Lower Kabete Rd, Hill View, Westlands

",-,"
5
","








4

","
A 5 Bedroom House for sale in Hillview -Lower K...
",The HouSwitch Haven Ltd,"
KSh 150,000,000
"
"
5 bedroom house for sale in Karen
","

Off Dagoretti Road, Karen, Langata

",-,"
5
","








5

","
A 5 Bedroom House For Sale
",The HouSwitch Haven Ltd,"
KSh 100,000,000
"
"
5 bedroom house for sale in Runda
","

Off Panafrica lane, Runda, Westlands

",-,"
5
","








6

","
A 5 Bedroom House for sale in Runda
",-,"
KSh 100,000,000
"
"
10000 ft² land for sale in Riruta
","

Riruta, Dagoretti South

","
10000 ft²
",-,-,"
Prime 100 by 100 plot for sale
",-,"
KSh 9,500,000
"
"
5 bedroom house for sale in Lavington
","

James Gichuru, Lavington, Dagoretti North

",-,"
5
","








5

","
Ultra Modern 5 Bedrooms Houses
",-,"
KSh 65,000,000
"
"
Residential land for sale in Karen
","

Langata Road, Karen, Langata

",-,"
5
","








5

","
5 Bedrooms Home
",-,"
KSh 80,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Chalbi Drive, Lavington, Dagoretti North

","
4000 ft²
","
5
","








5

","
Exquisite Home
",-,"
KSh 53,000,000
"
"
5000 ft² land for sale in Riruta
","

Kabiria, Riruta, Dagoretti South

","
5000 ft²
",-,-,"
100 by 100 plot for sale
",-,"
KSh 8,000,000
"
"
4 bedroom house for sale in Karen
","

Karen marist, Karen, Langata

",-,"
4
","








5

","
4 Bedroom House
",-,"
KSh 35,000,000
"
"
7 bedroom house for sale in Runda
","

Runda, Westlands

","
2023 m²
","
7
","








8

","
Executive 7 Bedroom House for sale in Runda
",-,"
KSh 120,000,000
"
"
1 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
1
",-,"
one bedroom for sale in westlands
",-,"
KSh 13,800,000
"
"
4 bedroom house for sale in Runda
","

Runda, Westlands

",-,"
4
","








4
 
","
RUNDA: A Gorgeous 5-Bedroom Family Home for sal...
",-,"
KSh 100,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
",-,"
MODERN AND LUXURIOUS 3 BEDROOM APARTMENT IN LAV...
",-,"
KSh 12,000,000
"
"
4 bedroom house for sale in Rosslyn
","

Rosslyn, Westlands

",-,"
4
",-,"
Luxurious 4 Bedroom House For Sale in Rosslyn
",-,"
KSh 62,000,000
"
"
5 bedroom house for sale in Kitisuru
","

Kitisuru, Westlands

",-,"
5
",-,"
KITISURU HOUSE ON SALEKITISURU HOUSE ON SALE
",-,"
KSh 80,000,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
1
","








1

","
PRESTIGIOUS ONE BEDROOM FOR SALE
",-,"
KSh 6,000,000
"
"
4 bedroom townhouse for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
4
",-,"
lovely 4 bedroom and Dsq for sale in Kileleshwa
",-,"
KSh 35,000,000
"
"
4 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
4
",-,"
Four bedroom duplex apartment for sale in Westl...
",-,"
KSh 45,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








3

","
Lovely 3 apartment for sale in westlands
",-,"
KSh 34,000,000
"
"
4 bedroom house for sale in Runda
","

Runda, Westlands

",-,"
4
",-,"
4 bedroom house for sale in Runda for ksh 70000...
",-,"
KSh 70,000,000
"
"
0.5 ac land for sale in Loresho
","

Loresho, Westlands

",-,-,-,"
Land For Sale in Loresho
",-,"
KSh 60,000,000
"
"
3 bedroom house for sale in Thika Road
","

EXIT 14, Kenyatta road, Thika Road, Thika Road

",-,"
3
",-,"
3 Bedroom all en-suite Bungalows
",-,"
KSh 4,500,000
"
"
0.25 ac land for sale in Karen
","

Karen, Langata

",-,-,-,"
1/4 ACRE KERARAPON
",-,"
KSh 12,000,000
"
"
Commercial property for sale in Nairobi Central
","

CBD NAIROBI, Nairobi Central, Starehe

",-,-,-,"
TEA ROOM AREA,BUILDING ON SALE
",-,"
KSh 180,000,000
"
"
Commercial property for sale in Ngong Road
","

Adams arcade, Ngong Road, Ngong Road

",-,"
4
","








4

","
0.28ACRES TOUCHING NGONG ROAD NEAR ADAMS ARCADE...
",-,"
KSh 88,000,000
"
"
6 bedroom house for sale in Karen
","

Karen, Langata

",-,"
6
","








7

","
6BEDROOM ALL ENSUITE PLUS 2DSQ ON 1/2ACRE KAREN
",-,"
KSh 78,000,000
 "
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








6

","
5BEDROOMS ALL ENSUITE PLUS 2BEDROOM DSQ IN KARE...
",-,"
KSh 63,000,000
"
"
Land for sale in Lavington
 ","

Lavington, Dagoretti North

",-,-,-,"
1ACRE LAVINGTON
",-,"
KSh 195,000,000
"
"
0.3 ac land for sale in Karen
","

Karen, Langata

",-,-,-,"
0.3ACRES KERARAPON
",-,"
KSh 15,500,000
"
"
4 bedroom house for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








4

","
4BEDROOM MASIONATTE WITH SQ IN KILIMANI
",-,"
KSh 35,000,000
"
"
5 bedroom house for sale in Karen
","

Karen, Langata

",-,"
5
","








2

","
KERARAPON,4 BEDROOM MASSIONATE STANDALONE WITH...
",-,"
KSh 43,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

agwins khodek, Kilimani, Dagoretti North

","
190 m²
","
3
","








4

","
3 Bedroom Apartments for Sale in Kilimani Nairo...
",-,"
KSh 18,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Gatundu Rd, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2-Bedroom (both ensuite) Apartments + SQ for Sa...
",-,"
KSh 12,000,000
"
"
1 bedroom apartment for sale in Mombasa Road
","

Mombasa Rd, Mombasa Road, Mombasa Road

",-,"
1
","








1

","
1-Bedroom Apartment for Sale at Nextgen, Mombas...
",-,"
KSh 8,000,000
"
"
Residential land for sale in Kahawa Sukari
","

3rd South Avenue, Kahawa Sukari, Roysambu

",-,-,-,"
 Prime 0.5 acre Residential for sale - Kahawa S...
",-,"
KSh 29,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Chalbi Drive, Lavington, Dagoretti North

",-,"
4
",-,"
4-Bedroom Townhouse (2 ensuite) with SQ, Chalb...
",-,"
KSh 35,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
750 ft²
","
2
","








1

","
Upcoming Elegant Two-bedroom Apartment at Heart...
",-,"
KSh 7,000,000
"
"
2 bedroom apartment for sale in Highrise
","

Mbagathi Way, Highrise, Dagoretti South

",-,"
2
",-,"
2 Bedroom Apartment in Seefar Apartments, High-...
",-,"
KSh 6,950,000
"
"
3 bedroom apartment for sale in Lavington
","

Kabarsiran, Lavington, Dagoretti North

",-,"
3
","








2

","
3-Bedroom Apartment (2 ensuite) in a Compound o...
",-,"
KSh 18,500,000
"
"
360 m² land for sale in Thika Road
","

Thika Road, Thika Road

","
360 m²
",-,-,"
2nd Row Plot Thika Rd - next to Zetech Universi...
",-,"
KSh 14,000,000
"
"
3 bedroom house for sale in Jamhuri
","

Off Joseph Kangethe, Jamhuri, Ngong

",-,"
3
","








2

","
3-Bedroom Maisonette (master ensuite) with SQ -...
",-,"
KSh 16,750,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Nyeri Rd, Kileleshwa, Dagoretti North

",-,"
2
","








3

","
A world-class quality 2-Bedroom (All En-suite)...
",-,"
KSh 18,500,000
"
"
4 bedroom house for sale in Karen
","

Karen, Langata

",-,"
4
","








4
 
","
A 4 Bedroom (all ensuite) Grand-Villa with 1-be...
",-,"
KSh 67,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

","
114 m²
","
2
 ","








3

","
A 2-Bedroom (all ensuite) Apartment at the top...
",-,"
KSh 12,500,000
"
"
Residential land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
Make An Offer! Kiambu Road Quarter An Acre Plot...
",-,"
KSh 16,000,000
"
"
Residential land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
Residential Kiambu Road Quarter Acre Plot For S...
",-,"
KSh 15,500,000
"
"
Residential land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
Gated Community! Kiambu Road Half Acre Plot For...
",-,"
KSh 22,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

",-,"
2
","








2

","
Prestigious 2 bedrooms apartment along Dennis P...
",-,"
KSh 13,500,000
"
"
Land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
A Must See! Kiambu Road 50 By 100 Plot Of Land.
",-,"
KSh 15,000,000
"
"
3 bedroom apartment for sale in Lavington
","

lavington, lavington, Lavington, Dagoretti North

",-,"
3
","








3

","
Apt 3bd all ensuite dsq Pool Gym Borehole Steam...
",-,"
KSh 26,500,000
"
"
Commercial land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
Commercial Property for SALE
",-,"
KSh 67,000,000
"
"
Land for sale in Runda
","

Runda, Westlands

",-,-,-,"
Prime 1/4 Acre plot for sale in Runda.
",-,"
KSh 20,500,000
"
"
 4 bedroom house for sale in Karura
","

Karura, Westlands

",-,"
4
","








4

","
THE VILLAGE an. Absolutely Countryside Luxury.
",-,"
KSh 27,950,000
"
"
3 bedroom apartment for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,"
3
","








3

","
Block of apartments for sale
",-,"
KSh 81,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

1, Near Valley Arcade, Lavington, Dagoretti North

","
800 m²
","
5
","








5

","
Executive Five Bedroom Townhouse for Sale in La...
",-,"
KSh 58,000,000
 "
"
9 m² shop for sale in Ngong Road
","

Joseph Kang'ethe Road, Ngong Road, Ngong Road

","
9 m²
",-,-,"
Stanmer Mall at Toi Market
",-,"
KSh 2,150,000
"
"
3 bedroom apartment for sale in Kilimani
","

Riara Road, Kilimani, Dagoretti North

",-,"
3
","








2

","
Beautiful and spacious 3br apartment for sale
",-,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside Drive, Riverside, Westlands

",-,"
3
",-,"
3br apartment on Riverside Drive for sale
",-,"
KSh 20,000,000
"
"
7285 m² commercial property for sale in Cbd
","

Jakaya Kikwete, Cbd, Starehe

","
7285 m²
",-,-,"
Prime commercial property for sale in popular l...
",-,"
KSh 800,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Rose Close, Kilimani, Dagoretti North

",-,"
3
","








3

","
The Rose Garden - a low-rise apartment developm...
",-,"
KSh 18,000,000
"
"
2 bedroom apartment for sale in Ngara
","

Thika Superhighway, Ngara, Starehe

","
64 m²
","
2
","








2

","
Pangani Oasis Apartments for sale - ready for o...
",-,"
KSh 7,200,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








3

","
Gorgeous secure 3 bedrooms apartment en-suite p...
",-,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
3
","








3

","
NEW 3 BEDROOMS ALL ENSUITE APARTMENTS WITH DSQ...
",-,"
KSh 25,000,000
"
"
5 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
5
","








6

","
NEWLY BUILT 5 BEDROOM APARTMENTS IN PARKLANDS
",-,"
KSh 23,500,000
"
"
Residential land for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,-,-,"
RE-DEVELOPMENT LAND OR FAMILY HOME ON 0.5 ACRE...
",-,"
KSh 160,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
4
","








5

","
MODERN 4 BED APARTMENTS IN LENANA ROAD, KILIMAN...
",-,"
KSh 23,500,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








3

","
SPACIOUS 3 BED APARTMENT NEAR BRAEBURN SCHOOL,L...
",-,"
KSh 17,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
251 m²
","
3
","








4

","
SPACIOUS THREE BED APARTMENT OFF - OTHAYA RD,...
",-,"
KSh 26,000,000
"
"
5 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
5
","








6

","
BRAND NEW LUXURIOUS 5 BED DUPLEX APARTMENTS IN...
",-,"
 KSh 28,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
185 m²
","
3
","








4

","
MODERN 3 BED APARTMENTS WITH POOL IN KILIMANI
",-,"
KSh 21,000,000
 "
"
5 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
5
","








4

","
MODERN FIVE BEDROOM DUPLEX APARTMENTS IN PARKLA...
",-,"
KSh 24,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
FOUR BEDROOM TOWNHOUSE CLOSE TO JUNCTION & LAVI...
",-,"
KSh 52,000,000
"
"
1 m² land for sale in Lavington
","

Lavington, Dagoretti North

","
1 m²
",-,-,"
Prime one acre plot on sewer and good for redev...
",-,"
KSh 175,000,000
"
"
2 bedroom apartment for sale in Westlands Area
","

Mogotio Road, Westlands Area, Westlands

","
158 m²
","
2
","








2

","
Phoenix Court
",-,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Parklands
","

4th, 4th Avenue Parklands, Parklands, Westlands

","
 3000 ft²
","
3
","








3

","
Guru Apartments
",-,"
KSh 22,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
4
","








5

","
EXECUTIVE LUXURIOUS MODERN 4 BEDROOM DUPLEX AP...
",-,"
KSh 55,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
","








3

","
To Sale Brand New Modern Top Floor 3 Bedroom Du...
",-,"
KSh 38,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








4

","
Spacious Luxurious Cozy Modern 3 Bedroom With D...
",-,"
KSh 20,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








2

","
To Sale Cozy Beautiful Modern Spacious 2 Bedroo...
",-,"
KSh 7,500,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
3
","








3

","
To Sale 3 Bedrooms With DSQ Apartment on Brooks...
",-,"
KSh 21,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
",-,"
To Sale 3 Bedrooms with DSQ Apartment In Westla...
",-,"
KSh 23,000,000
"
"
Commercial land for sale in Gatina
","

Gatina, Dagoretti North

",-,-,-,"
To Sale 0.3 Prime Plot At Kagondo Dagoretti Nor...
",-,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Brookside
","

Brookside, Westlands

","
232 m²
","
3
",-,"
Very Spacious 3 Bedrooms plus DSQ For sale in B...
",-,"
KSh 25,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
4
","








3

","
For Sale Very Spacious Luxurious Modern 4 Bedro...
",-,"
KSh 17,500,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
3
","








3

","
To Sale 3 Bedroom With DSQ Apartment In General...
",-,"
KSh 19,000,000
"
"
2 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
2
","








2

","
To Sale Brand New 2 Bedrooom Apartment On Gener...
",-,"
KSh 14,950,000
"
"
4 bedroom house for sale in Loresho
","

Loresho, Westlands
 
",-,"
4
","








5

","
4 Bedroom Luxurious Villas/Townhouses For Sale...
",-,"
KSh 102,250,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
6070 m²
","
4
","








5

","
To Sale Sophisticated Luxurious Modern Brand Ne...
",-,"
KSh 55,000,000
"
"
6 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
6
","








6

","
6 Bedrooms Pentahouse For Sale In Brookside Wes...
",-,"
KSh 58,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
","








3

","
To Sale Spacious Modern 2 Bedroom With DSQ Apar...
",-,"
KSh 9,600,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
3
","








4

","
3 Bedroom Plus DSQ Apartment For Sale In Genera...
",-,"
KSh 30,000,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
To Sale 5 Bedrooms Townhouse Standalone In Lavi...
",-,"
KSh 60,000,000
"
